,description,price
96860,"Aromas of smoky cigar, toasted note and black cherry open the bouquet of this bright expression from Montalcino. The wine shows good density and a tonic, crisp feel on the close.",60.0
96863,"Jammy, mature notes of dark cherry and blackberry preserves open the nose of this richly opulent Brunello. Background tones include polished mineral and sweet Christmas spice with lingering accents of black pepper and crushed clove.",67.0
96864,"Tornesi's Brunello is packed with sharp red fruit, bright cherry and raspberry. Touches of white mushroom and natural rubber render an earthy, elegant feel and the wine ends with clean, polished tannins.",54.0
96865,"Rich with meaty tones of smoked bacon and leather backed by forest floor and bright cherry, this Brunello Riserva shows textbook Sangiovese Grosso qualities. On the palate, it delivers firm, textured tannins and bright acidity.",
96867,"Padelletti's Brunello needs a bit more time in the cellar to find harmony. The milk chocolate and creamy almond notes present now will soften to become more polished and elegant. Same goes for the tight, young tannins the characterize the close. Drink after 2015.",60.0
96868,"This elegant Brunello shows loads of Montalcino typicity thanks to its aromas of cherry, forest floor, moist earth, dried violets and white almond. It delivers a tight, streamlined feel that is driven forward by the wine's polished tannins and bright acidity.",50.0
96869,"This Brunello speaks highly of Montalcino wine tradition. A fresh, crisp element is backed by aromas of cassis, bramble and bitter berry. There's a tightness in the mouth as well that needs more time to soften.",45.0
97124,"Piccini's Brunello Villa al Cortile is an interesting wine with its own unique personality. It offers distinct aromas of mesquite, cedar and pine forest followed by rounder tones of plum and rum cake. The more immediate approach means it's almost ready to drink now.",45.0
97136,"Poggio Rubino's 2006 Brunello needs a few more years of cellar aging. The wine opens with bright aromas of red cherry, blueberry preserves, wild mushroom, blue flowers, rum cake and savory spice.",
97386,"Donatella Cinelli Colombini regularly brings us very soft, rich and velvety expressions of Brunello. This vintage, however, is more austere, reserved and seems to need more time to open and breathe in the glass. As it does, it reveals layers of cherry, almond paste, smoke, vanilla and powdered chocolate.",70.0
97390,"Altesino's Brunello is characterized by fine tannins, good acidity and aromas of white cherry, forest floor and bramble. The wine seems less intense than past vintages and there's a slightly browning edge to its color.",75.0
97394,"The evident oak element in this hearty Brunello needs time to integrate because the spice, toasted nut, clove and crushed peppercorn aromas are still strong. But the mouthfeel is soft, plush and shows great potential.",65.0
97396,"Thick and penetrating with dense aromas of cola, black fruit, forest floor and spice, Tiezzi brings us a confident and classy expression from Montalcino. There's a playful note of sweet succulence on the close.",40.0
97401,"Buoyant cola and root beer aromas frame solid aromas of almond paste and wild berry. This Brunello shows a smooth, rich mouthfeel with tight, compact tannins on the close.",80.0
97402,"Brunello Terra Rossa opens with aromas of chocolate, spice and dark cherry that need a few minutes in the glass before they fully emerge. There's a thorny, brambly note at the back that is underlined by the natural acidity present in Sangiovese Grosso.",62.0
97405,"This shapely, opulent Brunello delivers soft texture and rich intensity that is highlighted by crisp aromas of sweet cherry, spice and dark vanilla bean. That soft roundness continues to the palate where the wine exhibits a smooth, velvety texture.",
97406,"Carob, sour cherry, bramble, leafy greens and exotic spice are some of the eclectic aromatic components of this wine's bright bouquet. The more you sniff, the more you get pipe tobacco, forest fruit and blackberry. The mouthfeel is firm, tonic and compact.",80.0
97687,"Lively and approachable with vinous tones of cherry, raspberry and cola, Col di Lamo delivers a bright, food-friendly Brunello. There's also a very attractive touch of chopped mint or eucalyptus on the close.",65.0
97688,"Here's an easy, smooth wine that would pair with meat or oven-roasted pasta. Collelceto's Brunello is marked by elegance, bright acidity and lingering tones of wild berry, spice, tobacco and delicately dried herbs or licorice.",44.0
97692,"This opens with earthy tones and traditional Sangiovese Grosso aromas of white mushroom, wild berry, violet, cola, toasted almond, resin and tar. It feels tight, compact and polished overall.",
97693,"This pretty Brunello peels back layer after layer to reveal tones of dried cherry, toasted almond, sweet berry, white pepper and cola. It delivers a bright, tart taste in the mouth with a blast of white cherry fruit at the end.",90.0
97694,"Sometimes, you discover one of those rare Brunellos that offers a really sweet-smelling bouquet followed by a drying mouthfeel. This is one of those wines. The bouquet is characterized by Christmas spice, cinnamon and mature cherry. The close is elegant and polished.",
97701,"This bright Brunello opens with medium dimension, intensity and deep layers of berry fruit, dried currants and old spice. In true Sangiovese Grosso tradition, it shows a compact, streamlined feel with crisp acidity on the close.",50.0
97703,"Aromas of bright blueberry and cherry liqueur are accented by shadings of spice, almond paste, moist tobacco and leather. Brunello Bramante also shows pretty nuances of blue violets and lavender",55.0
97985,"With slightly browning color on the rim, this territory-driven Brunello opens with vertical aromas of white cherry, root beer, vanilla cream and cured meat. Drink after 2015.",67.0
97987,"Fattoi's Brunello stands out in a crowd thanks to its meaty aromas of barbecue and smoked bacon. It's an easy and intense wine with a direct, penetrating feel on the close.",62.0
97992,"Ripe fruit aromas of strawberry or raspberry marmalade distinguish this plush, modern Brunello. Those jammy fruit notes are followed by a quick succession of spice, vanilla, cinnamon and nutmeg nuances. It's a soft, silky wine with bright sweetness to the mouthfeel.",50.0
97995,"Still young and needing additional cellar time to achieve full integration, this dark, brooding Brunello opens with very masculine aromas of Spanish cedar, root beer, forest floor, dark fruit and bramble. There's still slight bitterness on the close and a firm tannic bite.",45.0
98283,"This fine and elegant Brunello is accented by plush softness and bright flavors of wild berry, raspberry and sweet almond paste. Thicker tones of espresso and chocolate appear on the close and are carried forth by the wine's velvety richness.",55.0
98286,"Here's a classic interpretation of Brunello with territory-driven aromas of forest berry, cassis, toasted almond, moist earth and blue flower. Le Bruciate does a very nice job of expressing the elegance of Sangiovese Grosso.",32.0
